ID,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,year_total,work_total,Nth_card,ability
7638,M,Y,Y,0,126000,Working,Higher education,Married,House / apartment,18214,-3508,0,0,1,Sales staff,2,22,2,49.83,9.58,2,8.567931457
7639,M,Y,Y,0,126000,Working,Higher education,Single / not married,House / apartment,14522,-863,1,0,0,Managers,1,4,0,39.75,2.33,1,9.22468702
7640,M,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,10744,-735,0,0,0,Drivers,2,9,0,29.42,2,1,12.5886702
7641,M,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,14811,-2628,0,0,0,Laborers,2,18,2,40.58,7.17,6,10.34228023
7642,M,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,19286,-3489,1,0,0,Security staff,2,13,2,52.83,9.5,3,7.976198012
7643,M,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,20113,-1754,1,0,0,Laborers,2,7,2,55.08,4.75,4,6.863118906
7644,M,Y,Y,0,126000,Working,Secondary / secondary special,Separated,House / apartment,18512,-211,1,1,0,Drivers,1,24,2,50.67,0.58,3,6.884869679
7645,M,Y,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,19502,-1624,1,1,0,Drivers,2,37,2,53.42,4.42,1,7.299474214
7646,M,Y,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,19653,-11332,0,0,0,Drivers,2,51,2,53.83,31,1,15.68321115
7647,M,Y,Y,0,131400,Pensioner,Secondary / secondary special,Married,House / apartment,23646,0,0,0,0,retired,2,3,1,64.75,0,8,5.556965237
7648,M,Y,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,13087,-313,0,0,0,no_data,2,54,2,35.83,0.83,1,10.56834194
7649,M,Y,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,17538,-613,0,0,0,Core staff,2,11,2,48,1.67,2,7.976366322
7650,M,Y,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,9294,-1084,1,1,0,Sales staff,2,22,2,25.42,2.92,1,16.44336175
7651,M,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,11762,-3452,1,0,1,Laborers,2,18,0,32.17,9.42,2,16.24548736
7652,M,Y,Y,0,135000,Commercial associate,Higher education,Single / not married,House / apartment,18328,-3779,0,0,0,Drivers,1,23,0,50.17,10.33,1,9.278988247
7653,M,Y,Y,0,135000,Commercial associate,Higher education,Single / not married,With parents,10730,-1190,0,0,0,no_data,1,4,2,29.33,3.25,2,14.1509434
7654,M,Y,Y,0,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,9497,-1052,0,0,0,Laborers,2,7,1,26,2.83,4,15.98579041
7655,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,15191,-1748,1,1,0,Core staff,2,45,2,41.58,4.75,1,10.04240125
7656,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,10665,-1493,0,0,0,Laborers,2,14,2,29.17,4.08,2,14.71870911
7657,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,11325,-2433,0,0,0,Laborers,2,48,0,31,6.67,1,15.18218623
7658,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,13319,-755,0,0,0,Laborers,2,34,0,36.42,2,1,10.74498567
7659,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,13493,-3992,1,0,0,Laborers,2,18,2,36.92,10.92,1,14.20903063
7660,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,14655,-239,1,0,0,Core staff,2,46,1,40.08,0.58,1,9.364594895
7661,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,14803,-224,0,0,0,Drivers,2,48,2,40.5,0.58,1,9.259894369
7662,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,14856,-1721,0,0,0,Laborers,2,0,1,40.67,4.67,1,10.27788352
7663,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,15256,-109,0,0,0,Drivers,2,5,0,41.75,0.25,1,8.912655971
7664,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,15774,-2901,0,1,0,High skill tech staff,2,38,2,43.17,7.92,4,10.48706595
7665,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,17778,-1194,0,0,0,Laborers,2,3,1,48.67,3.25,6,8.140376266
7666,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,18103,-3840,0,0,0,Laborers,2,3,1,49.58,10.5,9,9.465049429
7667,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,19008,-3607,0,0,0,Managers,2,2,1,52,9.83,5,8.765664567
7668,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,19095,-6342,0,0,0,Drivers,2,21,1,52.25,17.33,1,10.58574453
7669,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,9984,-2606,0,0,0,Laborers,2,5,2,27.33,7.08,5,18.29764164
7670,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,10612,-978,0,0,0,Laborers,1,24,2,29,2.67,1,14.01287108
7671,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8737,-369,0,0,1,Sales staff,1,2,0,23.92,1,2,16.13288719
7672,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,9075,-843,0,0,0,Drivers,1,6,0,24.83,2.25,2,16.39941691
7673,M,Y,Y,0,135000,Pensioner,Higher education,Married,House / apartment,23211,0,0,0,0,retired,2,7,2,63.58,0,8,5.816207832
7674,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,15628,0,0,0,1,retired,2,41,2,42.75,0,1,8.638341438
7675,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,21363,0,0,0,0,retired,2,17,2,58.5,0,1,6.319337172
7676,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,22240,0,0,0,0,retired,2,26,2,60.92,0,2,6.070143885
7677,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,22253,0,0,0,0,retired,2,15,2,60.92,0,3,6.066597762
7678,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,23213,0,0,0,0,retired,2,18,1,63.58,0,2,5.815706716
7679,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,23563,0,0,1,0,retired,2,27,2,64.5,0,4,5.729321394
7680,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,24510,0,0,0,0,retired,2,19,2,67.08,0,1,5.507955936
7681,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21920,0,0,0,0,retired,1,4,1,60,0,1,6.158759124
7682,M,Y,Y,0,135000,Working,Academic degree,Married,House / apartment,22541,-195,0,1,0,no_data,2,11,2,61.75,0.5,4,6.041349682
7683,M,Y,Y,0,135000,Working,Higher education,Civil marriage,House / apartment,19322,-663,1,1,0,Laborers,2,13,1,52.92,1.75,3,7.235114422
7684,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,10178,-777,1,0,0,Sales staff,2,2,1,27.83,2.08,1,14.36017445
7685,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,11746,-401,1,1,0,Managers,2,10,2,32.17,1.08,8,11.8995152
7686,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,20575,-3182,1,0,0,Drivers,2,23,2,56.33,8.67,1,7.76174323
7687,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,9075,-614,1,1,0,Sales staff,2,0,0,24.83,1.67,5,15.95556081
7688,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,9303,-852,0,0,0,Sales staff,2,2,1,25.42,2.33,6,15.97444089
7689,M,Y,Y,0,135000,Working,Higher education,Single / not married,House / apartment,10699,-1550,0,0,0,Drivers,1,32,1,29.25,4.25,1,14.75571101
7690,M,Y,Y,0,135000,Working,Higher education,Single / not married,House / apartment,9898,-1178,0,0,0,Laborers,1,16,1,27.08,3.17,2,15.48165138
7691,M,Y,Y,0,135000,Working,Incomplete higher,Married,House / apartment,12610,-5313,1,0,1,Laborers,2,4,0,34.5,14.5,2,18.50075373
7692,M,Y,Y,0,135000,Working,Incomplete higher,Married,House / apartment,9746,-250,0,0,0,Sales staff,2,13,1,26.67,0.67,2,14.21651222
7693,M,Y,Y,0,135000,Working,Lower secondary,Civil marriage,House / apartment,12522,-193,0,0,0,no_data,2,9,1,34.25,0.5,1,10.94979317
7694,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,9981,-1866,0,0,1,Laborers,2,8,2,27.33,5.08,6,16.63585952
7695,M,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,10638,-477,0,1,0,Laborers,2,38,2,29.08,1.25,1,13.28609389
7696,M,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,16857,-1682,0,0,1,Managers,2,7,1,46.17,4.58,1,8.896210873
7697,M,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,Rented apartment,11041,-864,0,0,0,Drivers,2,22,2,30.25,2.33,2,13.26520586
7698,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,10314,-962,0,0,1,Sales staff,2,0,0,28.25,2.58,2,14.43541488
7699,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,10712,-217,0,0,0,Laborers,2,13,2,29.33,0.58,2,12.86326822
7700,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,12616,-777,0,0,0,Laborers,2,17,2,34.5,2.08,7,11.40299012
7701,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,14495,-3505,0,1,0,Laborers,2,1,1,39.67,9.58,9,12.28389445
7702,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,14521,-4351,0,1,0,Laborers,2,17,2,39.75,11.92,4,13.27433628
7703,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,14948,-8100,0,0,0,Laborers,2,3,1,40.92,22.17,6,19.71378505
7704,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,15438,-3377,0,0,0,Laborers,2,7,2,42.25,9.25,6,11.19310173
7705,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,15688,-731,0,0,0,Drivers,2,2,1,42.92,2,2,9.025874173
7706,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,15849,-1958,0,0,0,Laborers,2,6,1,43.42,5.33,1,9.718522785
7707,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,16315,-614,0,1,0,no_data,2,11,2,44.67,1.67,2,8.59817846
7708,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,17235,-2700,0,1,0,Core staff,2,9,2,47.17,7.33,4,9.287925697
7709,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,17237,-938,0,1,0,Drivers,2,46,2,47.17,2.5,1,8.282716731
7710,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,17890,-200,0,0,0,no_data,2,8,1,49,0.5,3,7.631430187
7711,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,18408,-5093,0,0,0,Drivers,2,9,1,50.42,13.92,1,10.13894104
7712,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,18526,-8624,0,0,0,Low-skill Laborers,2,9,2,50.75,23.58,1,13.63360937
7713,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,18810,-3830,1,0,0,Laborers,2,34,2,51.5,10.5,1,9.012016021
7714,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,18820,-3185,0,1,0,Low-skill Laborers,2,7,1,51.5,8.67,4,8.634473937
7715,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,19171,-7804,1,0,0,Laborers,2,5,1,52.5,21.33,4,11.87648456
7716,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,19647,-4207,0,0,0,no_data,2,19,0,53.83,11.5,1,8.743523316
7717,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,20240,-5150,0,0,0,Security staff,2,6,2,55.42,14.08,1,8.946322068
7718,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,21065,-1458,0,1,0,Laborers,2,18,1,57.67,4,2,6.885296068
7719,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,21112,-2490,1,1,0,Managers,2,39,2,57.83,6.83,1,7.249489851
7720,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,22823,-1017,0,1,0,no_data,2,52,2,62.5,2.75,2,6.190956617
7721,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,9955,-2036,0,0,0,no_data,2,6,2,27.25,5.58,11,17.04760702
7722,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,Office apartment,14917,-8157,1,1,0,Drivers,2,25,2,40.83,22.33,2,19.9704142
7723,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,12807,-2404,0,0,0,Laborers,2,8,2,35.08,6.58,1,12.97702586
7724,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,16271,-3111,0,0,0,Core staff,2,3,1,44.58,8.5,13,10.25835866
7725,M,Y,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,13914,-507,0,0,0,Laborers,1,44,2,38.08,1.33,1,10.06936675
7726,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,10386,-412,1,0,0,no_data,1,5,2,28.42,1.08,3,13.5351915
7727,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,10576,-901,1,1,0,Laborers,1,35,2,28.92,2.42,1,13.95348837
7728,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,11507,-1318,1,1,0,Laborers,1,6,2,31.5,3.58,1,13.24958288
7729,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,11714,-672,0,0,0,no_data,1,43,2,32.08,1.83,1,12.22604601
7730,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,13407,-535,0,0,0,Laborers,1,44,2,36.67,1.42,1,10.48788067
7731,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,9662,-831,0,0,0,Drivers,1,4,2,26.42,2.25,8,15.28705696
7732,M,Y,Y,0,135000,Working,Secondary / secondary special,Single / not married,With parents,10344,-3072,1,1,0,High skill tech staff,1,10,2,28.33,8.42,3,18.56435644
7733,M,Y,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,18481,-1800,0,0,0,Laborers,1,8,2,50.58,4.92,2,8.093039986
7734,M,Y,Y,0,139500,Commercial associate,Higher education,Married,House / apartment,8723,-263,1,0,0,Managers,2,0,0,23.83,0.67,4,16.4893617
7735,M,Y,Y,0,139500,Working,Secondary / secondary special,Civil marriage,House / apartment,16812,-182,1,0,0,Laborers,2,4,2,46,0.5,1,8.3884546
7736,M,Y,Y,0,139500,Working,Secondary / secondary special,Separated,House / apartment,14031,-169,0,0,0,High skill tech staff,1,3,1,38.42,0.42,1,10.0634829
7737,M,Y,Y,0,144000,Commercial associate,Higher education,Married,House / apartment,19270,-2356,0,1,0,Managers,2,1,1,52.75,6.42,6,8.513657325
7738,M,Y,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,22605,0,0,1,0,retired,2,6,2,61.92,0,3,6.370272064
7739,M,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,10367,-2389,0,1,0,Sales staff,2,18,1,28.33,6.5,5,18.0496365
7740,M,Y,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,22815,0,0,1,0,retired,2,23,2,62.5,0,1,6.50887574
7741,M,Y,Y,0,148500,Working,Secondary / secondary special,Civil marriage,House / apartment,18830,-263,0,1,0,Laborers,2,50,2,51.58,0.67,1,7.998061076
7742,M,Y,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,18038,-276,0,0,0,High skill tech staff,2,39,2,49.42,0.75,1,8.360544984
7743,M,Y,Y,0,153000,State servant,Secondary / secondary special,Civil marriage,House / apartment,18861,-1480,1,1,0,Drivers,2,4,2,51.67,4,4,8.802715609
7744,M,Y,Y,0,153000,Working,Higher education,Separated,With parents,20013,-7640,0,0,1,Managers,1,26,2,54.83,20.92,2,12.36563485
7745,M,Y,Y,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,13543,-1326,0,0,0,Drivers,2,5,2,37.08,3.58,4,12.89187198
7746,M,Y,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,16081,-1799,0,0,0,Drivers,2,53,2,44,4.92,1,11.02786725
7747,M,Y,Y,0,157500,Commercial associate,Incomplete higher,Single / not married,House / apartment,11437,-379,0,0,0,no_data,1,43,2,31.33,1,1,14.24308193
7748,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,9941,-1990,0,0,0,Drivers,2,0,1,27.17,5.42,5,19.80882908
7749,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,12084,-2774,0,1,0,Laborers,2,21,2,33.08,7.58,1,16.91729323
7750,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,13043,-390,1,1,0,Laborers,2,47,2,35.67,1,1,12.44764088
7751,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,17110,-860,0,0,0,Security staff,2,32,2,46.83,2.33,1,9.692307692
7752,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,18160,-1032,1,1,0,Managers,2,22,2,49.75,2.83,1,9.195469407
7753,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,20341,-6853,0,0,0,Laborers,2,51,2,55.67,18.75,2,11.67704626
7754,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,8948,-230,0,1,0,Sales staff,2,5,2,24.5,0.58,4,18.0660702
7755,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,11664,-1466,0,0,0,Drivers,1,32,0,31.92,4,1,15.44420475
7756,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14823,-961,0,0,0,Drivers,1,17,1,40.58,2.58,2,11.36199683
7757,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8817,-1086,0,0,1,Laborers,1,5,2,24.08,2.92,1,20.37252619
7758,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,9862,-2135,1,0,0,Laborers,1,19,2,27,5.83,8,20.38307234
7759,M,Y,Y,0,157500,Pensioner,Higher education,Married,House / apartment,24818,0,0,0,0,retired,2,51,2,68,0,1,6.346200338
7760,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,18295,0,0,1,0,retired,2,31,2,50.08,0,1,8.608909538
7761,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,19555,0,0,1,0,retired,2,47,2,53.58,0,1,8.054206085
7762,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,19572,0,0,0,0,retired,2,9,0,53.58,0,2,8.0472103
7763,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,22731,0,0,1,0,retired,2,10,2,62.25,0,4,6.928863666
7764,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,22851,0,0,0,0,retired,2,16,0,62.58,0,2,6.892477353
7765,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,23180,0,0,0,0,retired,2,17,2,63.5,0,1,6.794650561
7766,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,23322,0,0,0,0,retired,2,16,2,63.83,0,1,6.753280165
7767,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,21940,0,0,0,0,retired,1,2,1,60.08,0,2,7.178669098
7768,M,Y,Y,0,157500,State servant,Higher education,Married,House / apartment,16783,-473,0,1,0,Core staff,2,16,2,45.92,1.25,2,9.656652361
7769,M,Y,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,15942,-1748,0,0,0,Managers,2,32,2,43.67,4.75,2,11.09623785
7770,M,Y,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,16449,-2822,0,1,0,Laborers,2,35,2,45,7.67,1,11.55793645
7771,M,Y,Y,0,157500,Working,Higher education,Married,House / apartment,16553,-6908,0,0,0,Laborers,2,11,2,45.33,18.92,1,16.32970451
7772,M,Y,Y,0,157500,Working,Higher education,Married,House / apartment,18750,-536,0,0,0,Security staff,2,16,0,51.33,1.42,5,8.647194466
7773,M,Y,Y,0,157500,Working,Higher education,Married,House / apartment,21873,-4691,1,1,0,Laborers,2,1,1,59.92,12.83,2,9.166569666
7774,M,Y,Y,0,157500,Working,Higher education,Married,With parents,11091,-846,0,0,0,Accountants,2,0,0,30.33,2.25,5,15.37335286
7775,M,Y,Y,0,157500,Working,Higher education,Separated,House / apartment,20163,-1213,1,1,0,Drivers,1,3,1,55.17,3.25,1,8.311345646
7776,M,Y,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,18778,-1785,0,0,0,no_data,2,30,2,51.42,4.83,1,9.268522333
7777,M,Y,Y,0,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,9373,-1212,0,0,0,Drivers,2,10,2,25.67,3.25,3,19.2991055
7778,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,10305,-155,0,0,0,Laborers,2,1,0,28.17,0.42,7,15.51724138
7779,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,10647,-1610,0,0,0,Laborers,2,9,2,29.17,4.42,6,17.42835012
7780,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,11382,-2468,1,1,0,Drivers,2,17,2,31.17,6.75,3,17.66883554
7781,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,11474,-583,0,0,0,no_data,2,9,2,31.42,1.58,3,14.46148196
7782,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,12318,-1128,0,0,0,no_data,2,30,2,33.75,3.08,1,14.07506702
7783,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,12366,-3653,1,1,0,Drivers,2,41,2,33.83,10,1,18.07643751
7784,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,13049,-747,0,0,0,Laborers,2,5,0,35.75,2,4,12.80279629
7785,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,15702,-2415,0,0,0,Drivers,2,22,2,43,6.58,3,11.85369158
7786,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,16126,-8411,1,1,0,Laborers,2,54,2,44.17,23,1,20.41477641
7787,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,17141,-1192,0,0,0,High skill tech staff,2,42,0,46.92,3.25,1,9.875227287
7788,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,17344,-553,0,0,1,Drivers,2,32,2,47.5,1.5,3,9.380025013
7789,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,18950,-2021,0,0,0,no_data,2,30,2,51.92,5.5,2,9.303561935
7790,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,19242,-546,0,0,0,Laborers,2,4,2,52.67,1.5,2,8.424261874
7791,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,19452,-3017,0,1,0,Laborers,2,1,1,53.25,8.25,2,9.583206571
7792,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,19483,-2765,1,0,0,Laborers,2,26,2,53.33,7.58,1,9.420983371
7793,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,22014,-10236,1,1,0,Core staff,2,14,2,60.25,28,3,13.3723892
7794,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,22223,-7103,1,1,0,High skill tech staff,2,22,2,60.83,19.42,3,10.41666667
7795,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,9430,-1346,0,0,0,Laborers,2,36,1,25.83,3.67,1,19.48292924
7796,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,9927,-828,0,0,0,Drivers,2,22,2,27.17,2.25,1,17.30959446
7797,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,Rented apartment,13212,-771,0,0,0,Drivers,2,8,1,36.17,2.08,1,12.65975404
7798,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,With parents,8893,-1615,1,0,0,Drivers,2,0,1,24.33,4.42,4,21.64056059
7799,M,Y,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,10579,-662,0,0,0,Laborers,1,3,0,28.92,1.75,1,15.8818191
7800,M,Y,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,10716,-1254,0,1,0,Laborers,1,17,2,29.33,3.42,1,16.64552949
7801,M,Y,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,16182,-1564,1,1,0,Laborers,1,12,2,44.33,4.25,1,10.77438774
7802,M,Y,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,8308,-1308,1,1,0,no_data,1,10,2,22.75,3.58,2,22.5
7803,M,Y,Y,0,157500,Working,Secondary / secondary special,Single / not married,Municipal apartment,14284,-2192,0,0,0,Drivers,1,44,2,39.08,6,1,13.02514059
7804,M,Y,Y,0,161100,Pensioner,Secondary / secondary special,Married,House / apartment,19825,0,0,0,0,retired,2,10,1,54.25,0,2,8.126103405
7805,M,Y,Y,0,162000,Commercial associate,Secondary / secondary special,Married,House / apartment,10430,-1130,0,0,1,Laborers,2,31,1,28.58,3.08,1,17.41935484
7806,M,Y,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,24507,0,0,0,0,retired,2,20,2,67.08,0,3,6.610356225
7807,M,Y,Y,0,162000,Working,Secondary / secondary special,Married,House / apartment,13218,-78,0,0,0,Laborers,2,7,2,36.17,0.17,1,12.32876712
7808,M,Y,Y,0,166500,Working,Higher education,Single / not married,House / apartment,12159,-1827,0,0,1,IT staff,1,16,0,33.25,5,1,16.11498258
7809,M,Y,Y,0,166500,Working,Secondary / secondary special,Married,House / apartment,11728,-3199,0,0,0,High skill tech staff,2,2,1,32.08,8.75,3,19.52163208
7810,M,Y,Y,0,166500,Working,Secondary / secondary special,Married,House / apartment,17048,-2276,0,0,0,no_data,2,24,2,46.67,6.17,1,11.27132413
7811,M,Y,Y,0,166500,Working,Secondary / secondary special,Single / not married,House / apartment,9918,-535,1,0,0,Laborers,1,3,0,27.17,1.42,1,17.74485772
7812,M,Y,Y,0,168750,Working,Secondary / secondary special,Married,House / apartment,16031,-1797,0,0,0,Laborers,2,4,2,43.92,4.92,1,11.85541661
7813,M,Y,Y,0,173250,Working,Secondary / secondary special,Civil marriage,House / apartment,16273,-2362,1,0,0,Drivers,2,18,2,44.58,6.42,2,12.45417296
7814,M,Y,Y,0,176400,Commercial associate,Higher education,Married,Rented apartment,9819,-190,1,1,0,Sales staff,2,5,1,26.83,0.5,4,18.31965936
7815,M,Y,Y,0,179100,Commercial associate,Secondary / secondary special,Married,Office apartment,16257,-856,0,0,0,Drivers,2,12,2,44.5,2.33,2,11.62911499
